"key","dogstatsd_relevant","reason"
"network_path.collector.filters","false","prefix indicates non-DSD subsystem"
"network_path.collector.flush_interval","false","prefix indicates non-DSD subsystem"
"network_path.collector.icmp_mode","false","prefix indicates non-DSD subsystem"
"network_path.collector.input_chan_size","false","prefix indicates non-DSD subsystem"
"network_path.collector.max_ttl","false","prefix indicates non-DSD subsystem"
"network_path.collector.monitor_ip_without_domain","false","prefix indicates non-DSD subsystem"
"network_path.collector.pathtest_contexts_limit","false","prefix indicates non-DSD subsystem"
"network_path.collector.pathtest_interval","false","prefix indicates non-DSD subsystem"
"network_path.collector.pathtest_max_burst_duration","false","prefix indicates non-DSD subsystem"
"network_path.collector.pathtest_max_per_minute","false","prefix indicates non-DSD subsystem"
"network_path.collector.pathtest_ttl","false","prefix indicates non-DSD subsystem"
"network_path.collector.processing_chan_size","false","prefix indicates non-DSD subsystem"
"network_path.collector.reverse_dns_enrichment.enabled","false","prefix indicates non-DSD subsystem"
"network_path.collector.reverse_dns_enrichment.timeout","false","prefix indicates non-DSD subsystem"
"network_path.collector.source_excludes","false","prefix indicates non-DSD subsystem"
"network_path.collector.tcp_method","false","prefix indicates non-DSD subsystem"
"network_path.collector.tcp_syn_paris_traceroute_mode","false","prefix indicates non-DSD subsystem"
"network_path.collector.timeout","false","prefix indicates non-DSD subsystem"
"network_path.collector.traceroute_queries","false","prefix indicates non-DSD subsystem"
"network_path.collector.workers","false","prefix indicates non-DSD subsystem"
"network_path.connections_monitoring.enabled","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"network_path.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"no_proxy_nonexact_match","true","proxy config affects metric forwarding"
"noisy_neighbor.enabled","false","system probe feature, not DogStatsD"
"notable_events.enabled","false","event tracking feature, not DogStatsD"
"observability_pipelines_worker","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.logs","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.logs.enabled","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.logs.url","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.metrics","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.metrics.enabled","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.metrics.url","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.traces","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.traces.enabled","false","prefix indicates non-DSD subsystem"
"observability_pipelines_worker.traces.url","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.additional_endpoints","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.api_key","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.api_version","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.dd_url","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.delegated_auth.aws.region","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.delegated_auth.org_uuid","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.delegated_auth.provider","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.delegated_auth.refresh_interval_mins","false","prefix indicates non-DSD subsystem"
"ol_proxy_config.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.collector_discovery.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.container_scrubbing.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.custom_resources.max_count","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.custom_resources.ootb.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.custom_sensitive_annotations_labels","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.custom_sensitive_words","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.extra_tags","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.kubelet_config_check.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.manifest_collection.buffer_flush_interval","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.manifest_collection.buffer_manifest","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.manifest_collection.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.max_message_bytes","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.max_per_message","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.orchestrator_additional_endpoints","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.orchestrator_dd_url","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.terminated_pods.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.terminated_pods_improved.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.terminated_resources.enabled","false","prefix indicates non-DSD subsystem"
"orchestrator_explorer.use_legacy_endpoint","false","prefix indicates non-DSD subsystem"
"origin_detection_unified","true","controls DogStatsD origin detection"
"otelcollector.converter.enabled","false","prefix indicates non-DSD subsystem"
"otelcollector.converter.features","false","prefix indicates non-DSD subsystem"
"otelcollector.enabled","false","prefix indicates non-DSD subsystem"
"otelcollector.extension_timeout","false","prefix indicates non-DSD subsystem"
"otelcollector.extension_url","false","prefix indicates non-DSD subsystem"
"otelcollector.flare.timeout","false","prefix indicates non-DSD subsystem"
"otelcollector.gateway.mode","false","prefix indicates non-DSD subsystem"
"otelcollector.installation_method","false","prefix indicates non-DSD subsystem"
"otelcollector.submit_dummy_metadata","false","prefix indicates non-DSD subsystem"
"otlp_allow_context_heap_allocs","false","OTLP source config, not DogStatsD"
"otlp_cached_contexts_limit","false","OTLP source config, not DogStatsD"
"otlp_cached_tagsets_limit","false","OTLP source config, not DogStatsD"
"otlp_config","false","OTLP source top-level config, not DogStatsD"
"otlp_config.debug","false","OTLP debug config, not DogStatsD"
"otlp_config.debug.verbosity","false","OTLP debug verbosity, not DogStatsD"
"otlp_config.grpc_port","false","OTLP gRPC port, not DogStatsD"
"otlp_config.http_port","false","OTLP HTTP port, not DogStatsD"
"otlp_config.logs","false","OTLP logs config, not DogStatsD"
"otlp_config.logs.batch","false","OTLP logs batching, not DogStatsD"
"otlp_config.logs.batch.flush_timeout","false","OTLP logs flush timeout, not DogStatsD"
"otlp_config.logs.batch.max_size","false","OTLP logs batch max size, not DogStatsD"
"otlp_config.logs.batch.min_size","false","OTLP logs batch min size, not DogStatsD"
"otlp_config.logs.enabled","false","OTLP logs toggle, not DogStatsD"
"otlp_config.metrics","false","OTLP metrics config, not DogStatsD"
"otlp_config.metrics.batch","false","OTLP metrics batching, not DogStatsD"
"otlp_config.metrics.batch.flush_timeout","false","OTLP batch flush timeout, not DogStatsD"
"otlp_config.metrics.batch.max_size","false","OTLP batch max size, not DogStatsD"
"otlp_config.metrics.batch.min_size","false","OTLP batch min size, not DogStatsD"
"otlp_config.metrics.delta_ttl","false","OTLP delta TTL for metrics, not DogStatsD"
"otlp_config.metrics.enabled","false","Enables OTLP metrics pipeline, not DogStatsD"
"otlp_config.metrics.histograms","false","OTLP histogram config, not DogStatsD"
"otlp_config.metrics.histograms.mode","false","OTLP histogram mode, not DogStatsD"
"otlp_config.metrics.histograms.send_aggregation_metrics","false","OTLP histogram aggregation, not DogStatsD"
"otlp_config.metrics.histograms.send_count_sum_metrics","false","OTLP histogram count/sum, not DogStatsD"
"otlp_config.metrics.instrumentation_scope_metadata_as_tags","false","OTLP scope metadata tagging, not DogStatsD"
"otlp_config.metrics.resource_attributes_as_tags","false","OTLP resource attr tagging, not DogStatsD"
"otlp_config.metrics.summaries","false","OTLP summaries config, not DogStatsD"
"otlp_config.metrics.summaries.mode","false","OTLP summaries mode, not DogStatsD"
"otlp_config.metrics.sums","false","OTLP sums config, not DogStatsD"
"otlp_config.metrics.sums.cumulative_monotonic_mode","false","OTLP cumulative sum mode, not DogStatsD"
"otlp_config.metrics.sums.initial_cumulative_monotonic_value","false","OTLP initial cumulative value, not DogStatsD"
"otlp_config.metrics.tag_cardinality","false","OTLP tag cardinality, not DogStatsD"
"otlp_config.metrics.tags","false","OTLP extra tags config, not DogStatsD"
"otlp_config.receiver","false","OTLP receiver config, not DogStatsD"
"otlp_config.receiver.protocols","false","OTLP protocol config, not DogStatsD"
"otlp_config.receiver.protocols.grpc","false","OTLP gRPC receiver, not DogStatsD"
"otlp_config.receiver.protocols.grpc.endpoint","false","OTLP gRPC endpoint, not DogStatsD"
"otlp_config.receiver.protocols.grpc.include_metadata","false","OTLP gRPC metadata inclusion, not DogStatsD"
"otlp_config.receiver.protocols.grpc.keepalive.enforcement_policy.min_time","false","OTLP gRPC keepalive policy, not DogStatsD"
